"","AREA_TITLE","PRIM_STATE","OCC_TITLE","TOT_EMP","EMP_PRSE","JOBS_1000","LOC_QUOTIENT","A_MEAN","MEAN_PRSE","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90"
"4210","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Environmental Engineers",300,26.6,0.122,0.4,100510,7.8,62560,79890,97590,126780,134620
"4211","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",280,13.1,0.114,0.7,93880,4.1,61120,77760,83900,102790,126910
"4212","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Industrial Engineers",2280,10.5,0.928,0.44,96210,4.2,60680,63020,83400,126770,162410
"4213","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Materials Engineers",90,11.9,0.038,0.25,90920,4.7,59630,63430,82310,113820,128420
"4214","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Mechanical Engineers",1450,12.9,0.592,0.3,87020,3.2,48690,61950,79520,102210,129080
"4215","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Engineers, All Other",1140,10.2,0.465,0.43,88940,5.6,48120,56580,76650,103010,143040
"4216","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Architectural and Civil Drafters",1660,10.5,0.675,0.94,56570,2.8,37230,47040,48910,62200,78960
"4217","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Aerospace Engineering and Operations Technologists and Technicians",370,26.4,0.149,1.93,74160,7.2,46840,59110,74410,94130,107560
"4218","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Civil Engineering Technologists and Technicians",910,16.5,0.37,0.81,55190,7.4,36900,36930,48480,74410,76880
"4219","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Electrical and Electronic Engineering Technologists and Technicians",1050,12.4,0.428,0.59,62170,3,37650,48610,61030,75800,82560
"4220","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Environmental Engineering Technologists and Technicians",140,28.1,0.056,0.53,56930,10.5,36900,47400,60110,62350,97630
"4221","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Industrial Engineering Technologists and Technicians",280,14.4,0.113,0.26,57510,3.1,37330,47040,59030,61950,78110
"4222","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Mechanical Engineering Technologists and Technicians",170,29.8,0.07,0.25,52120,9,29010,38580,47040,61950,77300
"4223","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Engineering Technologists and Technicians, Except Drafters, All Other",400,18.8,0.162,0.31,60960,2.2,38110,48220,59110,74410,82320
"4224","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Mathematical Science Teachers, Postsecondary",450,3.6,0.182,0.58,98660,1.2,49870,77630,123630,123630,123630
"4225","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Engineering Teachers, Postsecondary",180,1.7,0.075,0.3,111020,0.7,52530,63900,109520,142450,182590
"4226","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Sound Engineering Technicians",290,20.7,0.117,1.53,48860,6.5,22800,26090,44010,63190,80300
"4227","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Demonstrators and Product Promoters",630,27,0.258,0.89,43360,10.1,19860,24190,29880,60960,98160
"4228","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Sales Engineers",430,19.9,0.177,0.42,103270,9.7,38600,77500,103160,126780,171600
"4229","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Data Entry Keyers",3140,10.8,1.279,1.22,33190,3.8,18810,28910,30400,37620,47330
"4230","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Operating Engineers and Other Construction Equipment Operators",4260,3.9,1.736,0.6,50320,1.5,32570,38240,47340,59400,77000
"4231","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Stationary Engineers and Boiler Operators",80,36.6,0.032,0.15,64790,3,48460,50830,64910,76890,77290
"4232","Miami-Fort Lauderdale-West Palm Beach, FL","FL","Ship Engineers",510,11.9,0.208,3.83,87220,1.8,62870,77980,81210,103210,103350
"4233","Michigan City-La Porte, IN","IN","Architectural and Engineering Managers",60,5.2,1.449,1.09,108590,1.2,79340,95820,101050,123820,137510
"4234","Michigan City-La Porte, IN","IN","Computer and Mathematical Occupations",290,5.7,7.581,0.23,66180,3.6,31310,45710,59740,79220,101140
"4235","Michigan City-La Porte, IN","IN","Architecture and Engineering Occupations",540,3.7,14.082,0.81,72350,1.3,44710,57990,73610,84370,101020
"4236","Michigan City-La Porte, IN","IN","Civil Engineers",70,5.3,1.729,0.8,67150,1.6,47420,60440,61160,76810,77800
"4237","Michigan City-La Porte, IN","IN","Electrical Engineers",50,29,1.303,0.99,86980,1.9,66070,77290,84630,102080,110180
"4238","Michigan City-La Porte, IN","IN","Industrial Engineers",140,8.1,3.549,1.7,82130,1.7,58090,62410,79140,96910,122290
"4239","Michigan City-La Porte, IN","IN","Mechanical Engineers",90,8.9,2.481,1.26,74830,3.4,47940,60580,74550,93070,101020
"4240","Michigan City-La Porte, IN","IN","Industrial Engineering Technologists and Technicians",30,19.9,0.815,1.85,56620,5.7,32720,45370,57990,73980,77750
"4241","Michigan City-La Porte, IN","IN","Operating Engineers and Other Construction Equipment Operators",190,5.7,4.837,1.68,55570,2.4,36290,37340,57410,75090,77500
"4242","Midland, MI","MI","Computer and Mathematical Occupations",710,3.8,20.494,0.62,88450,0.7,47860,62400,94040,99640,127370
"4243","Midland, MI","MI","Software Developers",200,7.3,5.667,0.59,103230,1.2,77850,99310,99310,103180,128160
"4244","Midland, MI","MI","Architecture and Engineering Occupations",820,4.2,23.62,1.37,92090,1.6,48850,76150,97410,99980,127370
"4245","Midland, MI","MI","Chemical Engineers",200,3.9,5.635,32.84,111680,1.1,78060,97900,99640,127370,127370
"4246","Midland, MI","MI","Electrical Engineers",60,14.6,1.612,1.22,95040,1.3,62180,78790,98340,99640,127370
"4247","Midland, MI","MI","Industrial Engineers",220,6.1,6.283,3.01,97730,2.2,76940,79380,97410,99640,127370
"4248","Midland, MI","MI","Mechanical Engineers",130,10.4,3.667,1.86,91150,2.3,59600,75000,79380,101020,127370
"4249","Midland, MI","MI","Operating Engineers and Other Construction Equipment Operators",140,14.2,4.006,1.39,63250,4.1,47360,48090,61240,76240,77800
"4250","Midland, TX","TX","Computer and Mathematical Occupations",1210,3.1,12.732,0.39,89240,1.7,47230,61220,80010,113570,132360
"4251","Midland, TX","TX","Software Developers",150,7.8,1.58,0.16,106070,3.1,62860,80740,102270,127750,135020
"4252","Midland, TX","TX","Architecture and Engineering Occupations",2550,4.2,26.841,1.55,101410,2.3,47570,62390,99210,129390,165930
"4253","Midland, TX","TX","Civil Engineers",230,10.4,2.385,1.1,100650,3.2,51630,62640,78810,126040,165660
"4254","Midland, TX","TX","Electrical Engineers",170,14.3,1.744,1.32,88330,6.9,47570,61470,80140,113850,132030
"4255","Midland, TX","TX","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",60,32.2,0.584,3.6,106820,7.8,78500,79700,102600,128380,131130
"4256","Midland, TX","TX","Mechanical Engineers",170,13.4,1.741,0.88,106060,1.9,77750,79660,100340,127760,135690
"4257","Midland, TX","TX","Mining and Geological Engineers, Including Mining Safety Engineers",70,12,0.699,13.36,125440,1.1,99340,102440,131030,131090,167790
"4258","Midland, TX","TX","Petroleum Engineers",620,13.8,6.546,41.74,137040,3.4,80560,101830,129970,164980,207980
"4259","Midland, TX","TX","Engineers, All Other",60,23.5,0.591,0.55,110670,4.8,61500,79190,101230,130910,166100
"4260","Midland, TX","TX","Architectural and Civil Drafters",60,26.5,0.609,0.85,56750,5.4,30000,38470,60910,65660,79360
"4261","Midland, TX","TX","Civil Engineering Technologists and Technicians",100,11.2,1.06,2.33,76380,2.3,45750,49910,79360,100490,108660
"4262","Midland, TX","TX","Electrical and Electronic Engineering Technologists and Technicians",110,15.1,1.198,1.66,71230,5.2,47930,49020,74300,83250,98270
"4263","Midland, TX","TX","Environmental Engineering Technologists and Technicians",40,23.6,0.398,3.76,64780,8.6,32740,46140,60730,99230,99290
"4264","Midland, TX","TX","Industrial Engineering Technologists and Technicians",30,15,0.352,0.8,84010,16.3,37770,56920,79360,101240,129390
"4265","Midland, TX","TX","Mechanical Engineering Technologists and Technicians",80,25.9,0.846,2.97,71050,9.9,38600,48080,61770,99220,99310
"4266","Midland, TX","TX","Engineering Technologists and Technicians, Except Drafters, All Other",120,14.8,1.244,2.38,79960,4,40330,60200,79150,102040,115780
"4267","Midland, TX","TX","Sales Engineers",50,25.6,0.523,1.24,118930,3.8,80990,99340,126200,130710,164420
"4268","Midland, TX","TX","Data Entry Keyers",70,10.9,0.722,0.69,37500,9.2,26960,29950,34900,45940,50480
"4269","Midland, TX","TX","Operating Engineers and Other Construction Equipment Operators",1020,15.6,10.759,3.74,50610,1.5,37670,46590,48350,59760,61020
"4270","Milwaukee-Waukesha-West Allis, WI","WI","Architectural and Engineering Managers",1240,4.8,1.581,1.19,136820,1.1,99520,107000,128890,162570,171190
"4271","Milwaukee-Waukesha-West Allis, WI","WI","Computer and Mathematical Occupations",25100,2.5,31.907,0.97,87450,1.1,47560,61330,80150,103010,131690
"4272","Milwaukee-Waukesha-West Allis, WI","WI","Computer Network Architects",960,11,1.218,1.02,109990,3.1,63260,80180,101510,132460,166080
"4273","Milwaukee-Waukesha-West Allis, WI","WI","Database Administrators",380,14.4,0.486,0.8,97050,5.5,49390,73990,101000,129240,129280
"4274","Milwaukee-Waukesha-West Allis, WI","WI","Database Architects",240,25.3,0.311,0.87,107080,4,79410,79570,101540,128480,156770
"4275","Milwaukee-Waukesha-West Allis, WI","WI","Software Developers",7130,4.1,9.059,0.94,101580,1.6,62940,79500,101380,127690,131820
"4276","Milwaukee-Waukesha-West Allis, WI","WI","Software Quality Assurance Analysts and Testers",750,10.7,0.949,0.7,84240,2.6,50330,62780,79890,100060,127110
"4277","Milwaukee-Waukesha-West Allis, WI","WI","Data Scientists",410,15.7,0.519,0.69,85270,6.8,37750,61520,80160,99340,127110
"4278","Milwaukee-Waukesha-West Allis, WI","WI","Architecture and Engineering Occupations",16860,2.1,21.437,1.24,80370,0.7,47740,61440,78240,99340,120700
"4279","Milwaukee-Waukesha-West Allis, WI","WI","Architects, Except Landscape and Naval",540,7.8,0.687,0.96,86510,1.7,62430,77050,79820,98790,119440
"4280","Milwaukee-Waukesha-West Allis, WI","WI","Bioengineers and Biomedical Engineers",250,10.6,0.319,2.62,107270,2.6,75480,83440,102390,127080,131630
"4281","Milwaukee-Waukesha-West Allis, WI","WI","Chemical Engineers",110,10.8,0.143,0.83,95200,5.1,75440,78060,90970,101040,127820
"4282","Milwaukee-Waukesha-West Allis, WI","WI","Civil Engineers",1600,9.1,2.038,0.94,84120,2,60820,62470,77920,98960,122850
"4283","Milwaukee-Waukesha-West Allis, WI","WI","Electrical Engineers",1940,9.3,2.472,1.87,94360,1.4,61990,78500,97090,102390,130990
"4284","Milwaukee-Waukesha-West Allis, WI","WI","Electronics Engineers, Except Computer",250,18.1,0.321,0.42,94410,2.9,61100,77100,99170,121210,127270
"4285","Milwaukee-Waukesha-West Allis, WI","WI","Environmental Engineers",210,16.7,0.265,0.88,105500,8.5,60920,77300,88920,104260,192440
"4286","Milwaukee-Waukesha-West Allis, WI","WI","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",160,10.8,0.206,1.27,79800,2,50890,62770,79950,97090,102400
"4287","Milwaukee-Waukesha-West Allis, WI","WI","Industrial Engineers",3560,2.8,4.526,2.17,85730,0.8,60750,64250,79820,100740,122650
"4288","Milwaukee-Waukesha-West Allis, WI","WI","Materials Engineers",90,19.6,0.108,0.71,83480,4.1,60750,63820,79970,99330,103260
"4289","Milwaukee-Waukesha-West Allis, WI","WI","Mechanical Engineers",3060,3.5,3.895,1.97,87610,0.9,61470,74790,79950,101130,122650
"4290","Milwaukee-Waukesha-West Allis, WI","WI","Engineers, All Other",290,23.3,0.375,0.35,88340,3.2,46880,60900,80150,120700,130810
"4291","Milwaukee-Waukesha-West Allis, WI","WI","Architectural and Civil Drafters",600,13.4,0.769,1.07,58470,3.2,37080,47740,60360,62230,78050
"4292","Milwaukee-Waukesha-West Allis, WI","WI","Civil Engineering Technologists and Technicians",380,11.3,0.479,1.05,62630,1.5,47010,48660,61550,76290,79360
"4293","Milwaukee-Waukesha-West Allis, WI","WI","Electrical and Electronic Engineering Technologists and Technicians",590,14.7,0.751,1.04,57160,6.2,29990,38160,60130,74300,79260
"4294","Milwaukee-Waukesha-West Allis, WI","WI","Industrial Engineering Technologists and Technicians",500,10.5,0.632,1.44,57230,1.2,38840,48430,59330,62230,79310
"4295","Milwaukee-Waukesha-West Allis, WI","WI","Mechanical Engineering Technologists and Technicians",480,5.2,0.606,2.12,60210,1,38360,48540,60980,71420,79160
"4296","Milwaukee-Waukesha-West Allis, WI","WI","Engineering Technologists and Technicians, Except Drafters, All Other",380,9.2,0.488,0.93,51430,1.5,37020,38120,47310,60370,64050
"4297","Milwaukee-Waukesha-West Allis, WI","WI","Mathematical Science Teachers, Postsecondary",160,1.6,0.2,0.64,75050,0.5,48490,49970,63550,97340,103680
"4298","Milwaukee-Waukesha-West Allis, WI","WI","Engineering Teachers, Postsecondary",180,0.7,0.226,0.9,84690,0.4,38540,50550,78930,98570,124440
"4299","Milwaukee-Waukesha-West Allis, WI","WI","Demonstrators and Product Promoters",200,33.4,0.253,0.88,41000,5.9,30100,30130,38120,46140,50170
"4300","Milwaukee-Waukesha-West Allis, WI","WI","Sales Engineers",310,9,0.395,0.94,100880,3.1,62210,79670,99730,112690,149910
"4301","Milwaukee-Waukesha-West Allis, WI","WI","Data Entry Keyers",1500,17,1.909,1.83,29900,2.5,24170,24180,24220,34820,39950
"4302","Milwaukee-Waukesha-West Allis, WI","WI","Operating Engineers and Other Construction Equipment Operators",1910,4.5,2.43,0.85,73260,1,48960,60860,76380,81180,95040
"4303","Milwaukee-Waukesha-West Allis, WI","WI","Stationary Engineers and Boiler Operators",60,27.5,0.077,0.36,55290,6.5,38060,48240,48240,68740,72320
"4304","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Computer and Mathematical Occupations",84970,1.5,46.613,1.41,99530,0.9,50890,75820,99820,127120,151760
"4305","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Computer Network Architects",3050,3.2,1.673,1.4,121280,2.9,80250,101450,108180,131110,166080
"4306","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Database Administrators",1450,7.7,0.795,1.3,97770,2.2,53280,75230,99340,127070,131660
"4307","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Database Architects",800,5.6,0.439,1.23,126330,1.2,95820,102890,120710,151960,159950
"4308","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Software Developers",32480,2.9,17.817,1.84,113150,1.1,75820,91750,103010,130020,164490
"4309","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Software Quality Assurance Analysts and Testers",1740,5.5,0.956,0.71,92510,1.2,60900,77750,95270,102480,127930
"4310","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Data Scientists",1250,7.9,0.688,0.92,106790,1,75230,80160,102130,128020,151760
"4311","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Architecture and Engineering Occupations",38980,2,21.386,1.24,90590,0.6,49900,62870,79950,103270,129620
"4312","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Architects, Except Landscape and Naval",1850,9.6,1.016,1.43,90080,3.2,58840,63440,79810,100610,129420
"4313","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Landscape Architects",400,14.5,0.217,1.76,83000,3.2,52570,62020,80180,96820,103830
"4314","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Aerospace Engineers",150,8.8,0.081,0.2,88760,1.2,61400,61480,78530,105660,128330
"4315","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Bioengineers and Biomedical Engineers",930,15.2,0.508,4.16,120340,1.9,62950,95580,120700,152260,172450
"4316","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Chemical Engineers",100,24.2,0.053,0.31,117260,7.4,67790,77960,123390,130830,192450
"4317","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Civil Engineers",3310,8.7,1.816,0.84,96700,1.6,62230,78150,96120,120700,129360
"4318","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Computer Hardware Engineers",420,11.6,0.232,0.44,112950,2.4,78230,80460,102100,128970,164980
"4319","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Electrical Engineers",2870,7.3,1.574,1.19,103180,1.5,64310,78500,100340,127110,152260
"4320","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Electronics Engineers, Except Computer",900,14.9,0.493,0.65,105710,2.9,69510,79950,99340,127200,156090
"4321","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Environmental Engineers",650,9.8,0.357,1.18,91180,1.3,48960,62680,95580,107350,128500
"4322","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",310,5,0.167,1.03,111910,1.1,75980,82310,118980,128330,155140
"4323","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Industrial Engineers",9840,4,5.395,2.59,100790,1,62560,78500,99340,126360,131900
"4324","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Materials Engineers",370,19.9,0.2,1.31,106290,3.4,78500,79970,102100,128330,155140
"4325","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Mechanical Engineers",4460,7,2.446,1.24,91500,1.2,60940,75480,82860,102110,128580
"4326","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Engineers, All Other",1350,5.1,0.739,0.69,114450,1.5,75480,94550,108760,128330,164340
"4327","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Architectural and Civil Drafters",1230,14.7,0.675,0.94,63780,3.4,47370,49940,62210,76150,85380
"4328","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Civil Engineering Technologists and Technicians",1250,8.1,0.685,1.5,71980,1.6,48560,61360,76150,79890,94600
"4329","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Electrical and Electronic Engineering Technologists and Technicians",1140,9.1,0.626,0.87,67480,2.3,45660,52020,62230,77760,97490
"4330","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Industrial Engineering Technologists and Technicians",2340,5.2,1.283,2.91,64850,1,47230,48670,61740,76920,87450
"4331","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Mechanical Engineering Technologists and Technicians",760,14.6,0.416,1.46,66560,1.9,47010,49010,62050,77760,94600
"4332","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Engineering Technologists and Technicians, Except Drafters, All Other",990,10.9,0.542,1.04,63030,0.6,47020,47230,60390,76800,79400
"4333","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Mathematical Science Teachers, Postsecondary",470,0.3,0.259,0.83,97740,0.4,48990,63740,81250,127160,163190
"4334","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Sound Engineering Technicians",280,46.7,0.156,2.03,69940,9.3,49980,63770,76920,76920,76920
"4335","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Demonstrators and Product Promoters",280,37.1,0.152,0.53,33020,3.2,27150,30170,30560,38060,38060
"4336","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Sales Engineers",760,23.6,0.415,0.98,105200,17.5,61680,64220,99820,130880,163920
"4337","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Data Entry Keyers",1570,20.5,0.859,0.82,32090,10.2,21410,21410,29970,37770,47270
"4338","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Operating Engineers and Other Construction Equipment Operators",4240,7.5,2.325,0.81,73100,2.3,48890,61170,77360,79920,95040
"4339","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Stationary Engineers and Boiler Operators",800,12.6,0.437,2.07,65870,1.2,49030,60360,61950,77020,78820
"4340","Minneapolis-St. Paul-Bloomington, MN-WI","MN","Airline Pilots, Copilots, and Flight Engineers",2600,1.1,1.426,2.47,127140,0.8,100450,100550,100550,126880,160040
"4341","Missoula, MT","MT","Architectural and Engineering Managers",30,18,0.528,0.4,103220,8.6,60970,77580,96300,121130,157130
"4342","Missoula, MT","MT","Computer and Mathematical Occupations",1460,4.8,24.282,0.73,68610,3.4,37340,48340,62330,79760,103390
"4343","Missoula, MT","MT","Computer Network Architects",40,27.6,0.616,0.51,95910,9.8,61490,61980,90790,126840,133650
"4344","Missoula, MT","MT","Software Developers",280,10.4,4.683,0.48,92430,4.7,61980,62940,80320,102350,134200
"4345","Missoula, MT","MT","Architecture and Engineering Occupations",770,4.1,12.907,0.75,70640,2.2,46160,48460,61950,78810,101020
"4346","Missoula, MT","MT","Architects, Except Landscape and Naval",80,13.4,1.332,1.87,84540,4.2,48190,60610,77800,98030,123260
"4347","Missoula, MT","MT","Civil Engineers",140,16.3,2.403,1.11,82210,4.3,57780,61040,77560,97390,116840
"4348","Missoula, MT","MT","Electrical Engineers",60,32.4,0.989,0.75,82200,5.8,48850,61300,74340,94720,121150
"4349","Missoula, MT","MT","Mechanical Engineers",40,18.9,0.704,0.36,76590,3.2,59410,59630,75230,92320,101020
"4350","Missoula, MT","MT","Architectural and Civil Drafters",70,18.6,1.211,1.68,54950,3.2,46660,47720,48460,61600,75160
"4351","Missoula, MT","MT","Civil Engineering Technologists and Technicians",40,11.1,0.733,1.61,50040,6.4,29570,36740,57090,58780,60880
"4352","Missoula, MT","MT","Data Entry Keyers",60,20.5,1.083,1.04,29960,7.4,18570,24130,29450,34620,45420
"4353","Missoula, MT","MT","Operating Engineers and Other Construction Equipment Operators",230,10.2,3.807,1.33,50740,1.8,36750,46020,47610,59340,60500
"4354","Mobile, AL","AL","Architectural and Engineering Managers",200,8.5,1.251,0.94,134320,4.3,94670,108870,127960,151440,177330
"4355","Mobile, AL","AL","Computer and Mathematical Occupations",2950,2.9,18.169,0.55,80960,1.6,45720,58490,76820,99320,127020
"4356","Mobile, AL","AL","Computer Network Architects",170,17.7,1.057,0.88,106940,2.8,66970,80620,99750,126300,162060
"4357","Mobile, AL","AL","Database Administrators",150,9.7,0.937,1.54,80810,2.3,48540,60680,77500,97900,124370
"4358","Mobile, AL","AL","Database Architects",30,21.4,0.186,0.52,105380,8.9,75410,75410,100370,127120,128320
"4359","Mobile, AL","AL","Software Developers",910,7.5,5.599,0.58,98230,2.6,59860,65310,96820,123760,157960
"4360","Mobile, AL","AL","Software Quality Assurance Analysts and Testers",130,14.2,0.796,0.59,81710,3.9,47410,62510,77620,98320,122540
"4361","Mobile, AL","AL","Data Scientists",30,13.4,0.208,0.28,74300,4.7,47080,49080,62860,99040,125480
"4362","Mobile, AL","AL","Architecture and Engineering Occupations",2910,2.2,17.937,1.04,87590,1.7,46660,61020,79400,101020,128020
"4363","Mobile, AL","AL","Architects, Except Landscape and Naval",50,16.1,0.299,0.42,93110,3.1,74770,77030,87820,101340,125170
"4364","Mobile, AL","AL","Aerospace Engineers",70,23,0.412,1.02,95530,7.2,62950,74840,79910,104150,161890
"4365","Mobile, AL","AL","Chemical Engineers",70,10.6,0.456,2.66,104400,2.6,75230,80070,99040,126780,130650
"4366","Mobile, AL","AL","Civil Engineers",520,8.4,3.199,1.48,96890,5.6,58930,62670,90400,110550,128780
"4367","Mobile, AL","AL","Electrical Engineers",250,7.6,1.521,1.15,103550,1.6,73260,78210,99040,126780,151900
"4368","Mobile, AL","AL","Electronics Engineers, Except Computer",60,21.6,0.377,0.5,104450,5,65350,79420,97260,122770,151900
"4369","Mobile, AL","AL","Environmental Engineers",70,26.9,0.419,1.38,98440,6.9,47780,63020,99040,124540,169750
"4370","Mobile, AL","AL","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",50,10.8,0.335,2.07,108690,4.5,75230,95300,99040,122650,164050
"4371","Mobile, AL","AL","Industrial Engineers",420,2.7,2.556,1.22,99980,0.7,63370,78210,99040,120390,126780
"4372","Mobile, AL","AL","Marine Engineers and Naval Architects",110,9.3,0.692,13.23,87990,1.8,61210,78210,78210,99980,102080
"4373","Mobile, AL","AL","Materials Engineers",90,5.7,0.543,3.55,86390,1,61210,75230,78210,99980,120390
"4374","Mobile, AL","AL","Mechanical Engineers",390,10.3,2.42,1.23,96530,1.3,62440,76650,97090,110550,131360
"4375","Mobile, AL","AL","Architectural and Civil Drafters",70,18.7,0.445,0.62,46730,5.7,28590,29930,47210,59890,62890
"4376","Mobile, AL","AL","Civil Engineering Technologists and Technicians",160,11.8,1.015,2.23,46610,1.8,29270,37230,46760,58120,61150
"4377","Mobile, AL","AL","Electrical and Electronic Engineering Technologists and Technicians",60,15.3,0.383,0.53,75730,3.2,43440,59600,74300,94280,119770
"4378","Mobile, AL","AL","Engineering Technologists and Technicians, Except Drafters, All Other",110,21.5,0.695,1.33,53610,5.9,29010,38000,47490,60710,77380
"4379","Mobile, AL","AL","Mathematical Science Teachers, Postsecondary",90,2.7,0.534,1.7,62520,0.6,48720,48870,61350,66120,77100
"4380","Mobile, AL","AL","Sales Engineers",50,38.2,0.297,0.7,88320,26.9,61690,63920,81640,81640,134980
"4381","Mobile, AL","AL","Data Entry Keyers",80,19.1,0.501,0.48,27400,5,17870,23020,28040,29820,37720
"4382","Mobile, AL","AL","Operating Engineers and Other Construction Equipment Operators",900,3.9,5.548,1.93,41950,0.9,29350,36680,37580,46870,59280
"4383","Modesto, CA","CA","Computer and Mathematical Occupations",1910,3,10.577,0.32,83460,2.8,38270,59390,77380,101620,130730
"4384","Modesto, CA","CA","Computer Network Architects",60,10.2,0.358,0.3,86640,4.5,49190,75230,76940,99560,131180
"4385","Modesto, CA","CA","Database Administrators",40,9.7,0.229,0.38,93770,4,56710,70450,91690,115180,139090
"4386","Modesto, CA","CA","Software Developers",310,5.8,1.733,0.18,104420,2.1,59520,77940,101140,128090,149780
"4387","Modesto, CA","CA","Software Quality Assurance Analysts and Testers",60,10.6,0.321,0.24,89870,6.7,50970,67960,82000,109080,130260
"4388","Modesto, CA","CA","Architecture and Engineering Occupations",1260,2.6,6.985,0.4,89940,1.9,47160,60440,78700,101780,135810
"4389","Modesto, CA","CA","Architects, Except Landscape and Naval",40,12.9,0.203,0.28,96740,4.6,59390,77320,94410,100800,151900
"4390","Modesto, CA","CA","Civil Engineers",220,8.1,1.2,0.56,112670,6.1,66470,76950,98750,124970,159500
"4391","Modesto, CA","CA","Electrical Engineers",50,23.9,0.301,0.23,119780,4.7,76760,95850,120720,151900,166680
"4392","Modesto, CA","CA","Electronics Engineers, Except Computer",40,21.1,0.2,0.26,94790,5,63180,75230,95300,104800,130650
"4393","Modesto, CA","CA","Industrial Engineers",110,8.4,0.617,0.3,96000,2.1,60300,77500,96790,105330,131770
"4394","Modesto, CA","CA","Mechanical Engineers",100,13.4,0.539,0.27,89350,2.1,58270,66800,86220,102030,128780
"4395","Modesto, CA","CA","Engineers, All Other",60,10.6,0.341,0.32,101300,2.4,59830,76470,97090,120720,133770
"4396","Modesto, CA","CA","Architectural and Civil Drafters",160,12,0.907,1.26,55510,2.5,36900,47160,60110,60890,76600
"4397","Modesto, CA","CA","Civil Engineering Technologists and Technicians",50,12.2,0.268,0.59,76440,2.1,59110,62860,76600,79890,101590
"4398","Modesto, CA","CA","Engineering Technologists and Technicians, Except Drafters, All Other",40,13.2,0.236,0.45,66830,6.2,36900,38000,57990,76290,121000
"4399","Modesto, CA","CA","Demonstrators and Product Promoters",170,28.1,0.947,3.28,36420,3.2,29120,34350,34350,37370,43170
"4400","Modesto, CA","CA","Data Entry Keyers",150,10.9,0.814,0.78,36560,2,29120,30080,35410,39260,47720
"4401","Modesto, CA","CA","Operating Engineers and Other Construction Equipment Operators",350,4.9,1.911,0.66,74290,1.8,46990,58500,73280,93940,97830
